stocksymbol,time,quantity,price,unweighted_moving_avg_price
s1047,936,7624,191,191.0
s61789,937,1308,343,343.0
s42104,938,7707,65,65.0
s55771,939,7555,390,390.0
s29967,940,3792,122,122.0
s51956,941,909,185,185.0
s40802,942,9649,326,326.0
s44555,943,2976,137,137.0
s55573,944,9018,175,175.0
s62681,945,5913,351,351.0
s29024,946,4975,354,354.0
s62208,947,9711,304,304.0
s28943,948,2277,354,354.0
s65144,949,4495,354,354.0
s21130,950,114,424,424.0
s1824,951,4766,63,63.0
s23205,952,8539,159,159.0
s39106,953,5706,249,249.0
s8611,954,8821,428,428.0
s51493,955,1346,303,303.0
s55059,956,2168,77,77.0
s51097,957,8136,450,450.0
s26269,958,8225,94,94.0
s8966,959,8996,334,334.0
s8821,960,3091,445,445.0
s14986,961,941,137,137.0
s11303,962,7809,236,236.0
s60793,963,3443,179,179.0
s37771,964,8689,302,302.0
s46267,965,2563,258,258.0
s64751,966,7042,67,67.0
s8840,967,4540,431,431.0
s15811,968,9286,271,271.0
s24328,969,9106,267,267.0
s33103,970,228,98,98.0
s5754,971,7111,368,368.0
s2797,972,1419,56,56.0
s25066,973,3599,163,163.0
s67466,974,1097,361,361.0
s43375,975,5785,495,495.0
s32377,976,9470,358,358.0
s46978,977,3430,414,414.0
s42,978,7815,323,323.0
s51387,979,1572,248,248.0
s33855,980,9464,264,264.0
s50702,981,9335,489,489.0
s8717,982,7877,330,330.0
s36959,983,9313,128,128.0
s35118,984,161,410,410.0
s99,985,3042,91,91.0
s13316,986,455,455,455.0
s57912,987,5108,206,206.0
s20818,988,7245,418,418.0
s35197,989,4271,106,106.0
s41540,990,2374,256,256.0
s64988,991,4115,453,453.0
s20115,992,5953,187,187.0
s62451,993,4285,174,174.0
s58732,994,6462,91,91.0
s5174,995,5115,444,444.0
s69508,996,405,270,270.0
s2921,997,4087,74,74.0
s25296,998,8118,223,223.0
s53300,999,2307,84,84.0
s23080,1000,8213,63,63.0
s62181,1001,9998,334,334.0
s51052,1002,9278,273,273.0
s21903,1003,5711,467,467.0
s49743,1004,9066,254,254.0
s5731,1005,3455,121,121.0
s6926,1006,6805,466,466.0
s3780,1007,4477,272,272.0
s9931,1008,6760,271,271.0
s55107,1009,3000,331,331.0
s19922,1010,2435,492,492.0
s42522,1011,254,185,185.0
s9892,1012,6392,76,76.0
s44418,1013,6124,136,136.0
s28634,1014,9987,323,323.0
s65345,1015,6710,456,453.5
s57131,1016,4091,411,411.0
s29842,1017,2946,357,357.0
s39177,1018,2211,83,83.0
s43513,1019,2491,226,226.0
s57813,1020,3622,173,173.0
s69272,1021,1803,108,108.0
s4636,1022,7368,347,347.0
s2605,1023,7067,210,210.0
s27517,1024,4612,232,232.0
s63231,1025,6831,415,415.0
s40510,1026,991,214,214.0
s65858,1027,5905,411,411.0
s7139,1028,6667,365,365.0
s42981,1029,352,167,167.0
s11726,1030,7428,176,176.0
s44248,1031,1747,191,191.0
s26958,1032,8786,483,483.0
s42762,1033,611,67,67.0
s52720,1034,8182,431,431.0
s1088,1035,3510,179,179.0
s56613,1036,7088,296,296.0
s873,1037,6295,318,318.0
s65412,1038,3041,312,312.0
s8119,1039,5995,460,460.0
s45412,1040,9914,454,454.0
s55946,1041,1629,224,224.0
s26172,1042,6308,232,232.0
s36553,1043,7625,151,151.0
s46319,1044,1704,323,323.0
s56125,1045,6633,436,436.0
s49890,1046,7545,272,272.0
s5207,1047,4002,153,153.0
s28334,1048,5890,118,118.0
s36880,1049,2374,233,233.0
s65778,1050,827,189,189.0
s38365,1051,6862,351,351.0
s38514,1052,9606,262,262.0
s2064,1053,9112,388,388.0
s12948,1054,7649,142,142.0
s65636,1055,7974,366,366.0
s28301,1056,8264,486,486.0
s27987,1057,8969,428,428.0
s5281,1058,3258,454,454.0
s7428,1059,4014,197,197.0
s6511,1060,4660,298,298.0
s30668,1061,5617,278,278.0
s69602,1062,2420,362,362.0
s3025,1063,3426,373,373.0
s17937,1064,158,250,250.0
s68491,1065,5949,300,300.0
s63589,1066,7076,103,101.0
s55357,1067,2705,88,88.0
s60835,1068,8095,389,389.0
s24825,1069,2645,371,371.0
s69627,1070,5770,250,250.0
s38979,1071,7479,472,472.0
s49771,1072,5812,60,60.0
s33807,1073,3415,379,379.0
s8935,1074,4340,162,162.0
s69482,1075,6709,131,132.5
s40074,1076,8638,390,390.0
s29225,1077,5452,490,490.0
s55921,1078,8123,56,56.0
s64583,1079,7474,333,333.0
s37500,1080,5848,143,143.0
s42281,1081,4636,169,169.0
s34573,1082,3399,322,322.0
s26130,1083,306,241,241.0
s4320,1084,3638,420,420.0
s17257,1085,9890,237,237.0
s68158,1086,6959,108,108.0
s16570,1087,1149,147,147.0
s29612,1088,686,117,117.0
s3340,1089,5405,357,357.0
s15916,1090,1331,434,434.0
s65483,1091,6012,482,482.0
s34932,1092,5688,387,387.0
s61025,1093,5202,482,482.0
s62023,1094,2730,411,411.0
s31410,1095,1062,93,93.0
s41132,1096,2881,91,91.0
s7487,1097,7250,359,359.0
s50633,1098,6059,403,403.0
s50500,1099,6997,275,275.0
s26936,1100,3377,232,232.0
s48899,1101,792,298,298.0
s46668,1102,8336,404,404.0
s62494,1103,7405,471,471.0
s50450,1104,4144,486,486.0
s4530,1105,9507,78,78.0
s49336,1106,3849,305,305.0
s28149,1107,8487,467,467.0
s19874,1108,7277,130,130.0
s36781,1109,9070,414,414.0
s53065,1110,8500,289,289.0
s43529,1111,8348,402,402.0
s47533,1112,2363,137,137.0
s27094,1113,9073,422,422.0
s36795,1114,4098,498,498.0
s22052,1115,2512,85,85.0
s12,1116,7953,268,268.0
s51004,1117,6808,272,272.0
s69709,1118,2872,351,351.0
s27022,1119,4749,96,96.0
s23091,1120,8221,184,184.0
s13802,1121,2196,134,134.0
s38219,1122,8883,400,400.0
s16927,1123,3203,59,59.0
s58629,1124,2608,189,189.0
s62901,1125,5842,272,272.0
s6777,1126,3473,130,130.0
s29775,1127,7614,147,147.0
s51474,1128,3281,259,259.0
s54802,1129,2955,97,96.5
s9587,1130,9838,475,475.0
s19396,1131,1680,232,232.0
s61323,1132,8968,238,238.0
s19222,1133,4984,465,465.0
s65937,1134,4442,56,56.0
s812,1135,9448,284,284.0
s23055,1136,8014,341,341.0
s64644,1137,4498,366,366.0
s57533,1138,1719,472,472.0
s48115,1139,1421,265,265.0
s55831,1140,3077,68,68.0
s61786,1141,4463,377,377.0
s12726,1142,7120,379,379.0
s46765,1143,3205,208,208.0
s21820,1144,9920,294,294.0
s30085,1145,5471,74,74.0
s47814,1146,926,286,286.0
s28798,1147,1528,105,105.0
s8547,1148,2961,218,218.0
s36146,1149,5900,101,101.0
s14209,1150,2513,79,79.0
s36877,1151,4376,350,350.0
s11248,1152,9945,238,238.0
s66077,1153,7083,208,208.0
s40642,1154,937,79,79.0
s21948,1155,6071,442,442.0
s19633,1156,830,290,290.0
s21864,1157,1038,115,115.0
s51903,1158,620,136,136.0
s17726,1159,2441,432,432.0
s63695,1160,5223,124,124.0
s10640,1161,4967,174,175.0
s45825,1162,3492,330,330.0
s25128,1163,2800,297,297.0
s910,1164,2837,62,62.0
s66302,1165,7859,131,131.0
s45140,1166,4494,485,485.0
s41927,1167,1756,499,499.0
s25396,1168,9230,250,250.0
s22668,1169,4188,468,468.0
s55344,1170,4158,358,358.0
s5091,1171,1235,133,133.0
s51767,1172,3507,330,330.0
s32266,1173,4604,327,327.0
s56399,1174,9837,389,389.0
s7430,1175,2139,241,241.0
s14178,1176,555,115,115.0
s54592,1177,1856,339,339.0
s41550,1178,1817,235,235.0
s62025,1179,9144,62,62.0
s37932,1180,5591,363,363.0
s25414,1181,6621,438,438.0
s17440,1182,552,393,393.0
s28237,1183,1210,463,463.0
s4081,1184,5816,351,351.0
s4139,1185,3838,218,218.0
s67917,1186,7983,243,243.0
s6953,1187,9977,194,194.0
s51749,1188,4115,330,330.0
s43400,1189,5918,271,271.0
s46575,1190,2108,432,432.0
s43259,1191,8995,65,65.0
s40406,1192,7171,106,106.0
s25118,1193,7331,499,499.0
s38131,1194,3197,499,499.0
s25982,1195,4093,72,72.0
s40771,1196,7696,428,428.0
s50737,1197,2605,81,81.0
s35199,1198,6799,298,298.0
s52934,1199,299,345,345.0
s43707,1200,7529,457,457.0
s27219,1201,5880,198,198.0
s7536,1202,1125,128,128.0
s45892,1203,3011,239,240.0
s51917,1204,342,146,146.0
s16632,1205,9835,198,198.0
s19052,1206,7157,433,433.0
s3331,1207,935,274,274.0
s27986,1208,6306,150,150.0
s2995,1209,4414,461,461.0
s1983,1210,5888,359,359.0
s20143,1211,5907,217,217.0
s23264,1212,9100,279,279.0
s10155,1213,2590,50,50.0
s5111,1214,1195,101,101.0
s23404,1215,3361,66,66.0
s55903,1216,5537,114,114.0
s43249,1217,5080,196,196.0
s28956,1218,1108,283,283.0
s5455,1219,6747,195,195.0
s55962,1220,7168,334,334.0
s23336,1221,9482,114,114.0
s7596,1222,6313,403,403.0
s54634,1223,2651,327,327.0
s46002,1224,760,390,390.0
s65718,1225,1175,371,371.0
s64167,1226,5328,221,221.0
s50245,1227,6629,178,178.0
s10553,1228,6694,94,94.0
s20918,1229,4235,385,385.0
s30555,1230,8164,214,214.0
s34629,1231,5261,476,476.0
s23986,1232,8605,184,184.0
s59993,1233,5534,357,357.0
s67666,1234,9037,167,167.0
s10131,1235,9764,295,295.0
s11788,1236,8452,128,128.0
s57107,1237,905,315,315.0
s27408,1238,6436,198,198.0
s30169,1239,8955,222,222.0
s31696,1240,995,60,60.0
s652,1241,4098,242,242.0
s32824,1242,7690,111,111.0
s62192,1243,3679,77,77.0
s321,1244,6620,109,109.0
s43691,1245,6294,396,396.0
s13169,1246,1872,210,210.0
s64237,1247,2332,176,176.0
s50020,1248,7118,258,258.0
s63847,1249,4269,163,163.0
s65676,1250,7175,120,120.0
s39523,1251,8597,340,340.0
s37930,1252,4732,336,336.0
s17506,1253,5079,77,77.0
s43584,1254,2456,437,437.0
s15013,1255,3216,441,441.0
s32292,1256,4311,54,54.0
s46032,1257,4120,174,174.0
s21024,1258,3922,431,431.0
s16838,1259,2604,179,179.0
s16654,1260,2998,304,304.0
s28775,1261,5528,193,193.0
s36432,1262,6437,96,96.0
s22606,1263,2412,443,443.0
s19328,1264,6034,410,410.0
s46018,1265,7851,366,366.0
s40175,1266,5870,433,433.0
s54166,1267,3594,422,422.0
s11434,1268,4008,223,223.0
s46260,1269,1820,305,305.0
s8653,1270,234,334,334.0
s54834,1271,6635,453,453.0
s33796,1272,6167,185,185.0
s11405,1273,4917,222,222.0
s53414,1274,3347,66,66.0
s43841,1275,4312,137,137.0
s3636,1276,2416,86,86.0
s31359,1277,5341,251,251.0
s28101,1278,6722,366,366.0
s23922,1279,7350,366,366.0
s41613,1280,8268,233,233.0
s22858,1281,689,102,102.0
s55959,1282,2594,102,102.0
s63872,1283,1756,153,153.0
s52168,1284,1426,241,241.0
s28416,1285,9778,326,326.0
s49459,1286,7293,155,155.0
s22682,1287,1638,231,231.0
s9473,1288,793,81,81.0
s23813,1289,640,207,207.0
s20015,1290,4437,117,117.0
s57157,1291,6103,241,241.0
s42401,1292,7468,487,487.0
s951,1293,2591,437,437.0
s7090,1294,5326,378,378.0
s43840,1295,1953,236,236.0
s30514,1296,9064,343,343.0
s42511,1297,2670,478,478.0
s53661,1298,7889,94,94.0
s27746,1299,3141,231,231.0
s44618,1300,8181,121,121.0
s23352,1301,7184,317,317.0
s65982,1302,440,209,209.0
s53970,1303,1523,60,60.0
s53342,1304,937,94,94.0
s55897,1305,7544,234,234.0
s541,1306,2675,446,446.0
s57823,1307,1943,252,252.0
s8721,1308,794,240,240.0
s69849,1309,247,445,445.0
s12161,1310,6179,227,227.0
s11698,1311,1999,268,268.0
s3649,1312,579,53,53.0
s66828,1313,3971,231,231.0
s34800,1314,2986,372,372.0
s22403,1315,2271,442,442.0
s27248,1316,8711,114,114.0
s48364,1317,6040,331,331.0
s40573,1318,7155,141,141.0
s51687,1319,8312,355,355.0
s55621,1320,110,417,417.0
s11094,1321,874,261,261.0
s41088,1322,7782,115,115.0
s57532,1323,1156,238,238.0
s2775,1324,7064,242,242.0
s59179,1325,3067,446,446.0
s52526,1326,8547,281,281.0
s28970,1327,1408,303,303.0
s23056,1328,880,384,384.0
s47513,1329,3167,487,487.0
s27990,1330,9432,366,366.0
s32514,1331,4016,375,375.0
s38472,1332,9509,286,286.0
s49742,1333,9634,82,82.0
s17778,1334,3416,367,367.0
s22586,1335,5046,179,179.0
s29892,1336,8585,220,220.0
s56444,1337,7885,308,308.0
s38858,1338,2006,239,239.0
s44092,1339,7323,278,278.0
s53284,1340,4553,300,300.0
s59007,1341,2883,495,495.0
s7674,1342,3384,464,464.0
s46964,1343,9766,465,465.0
s66445,1344,9816,114,114.0
s19762,1345,6456,364,364.0
s40884,1346,7199,84,84.0
s48609,1347,1729,270,270.0
s69791,1348,7759,350,350.0
s44675,1349,658,494,494.0
s40815,1350,1682,333,333.0
s61852,1351,9394,404,404.0
s57291,1352,2741,394,394.0
s49251,1353,9861,452,452.0
s21930,1354,2831,258,258.0
s39768,1355,6771,286,286.0
s18060,1356,3499,350,350.0
s61082,1357,3849,352,352.0
s48882,1358,2752,257,257.0
s34229,1359,4341,359,359.0
s18287,1360,9250,241,241.0
s48084,1361,9758,52,52.0
s23751,1362,3070,174,174.0
s28665,1363,6545,286,286.0
s48634,1364,4285,460,460.0
s47397,1365,8688,214,214.0
s37882,1366,1818,480,480.0
s51508,1367,4212,155,155.0
s10701,1368,3690,239,239.0
s8808,1369,6032,114,114.0
s4054,1370,3224,147,147.0
s6667,1371,479,68,68.0
s43667,1372,1606,171,171.0
s22386,1373,6264,112,112.0
s16468,1374,750,261,261.0
s26355,1375,5501,298,298.0
s44358,1376,3977,464,464.0
s56466,1377,3896,285,285.0
s63505,1378,571,434,434.0
s21203,1379,4029,302,302.0
s53388,1380,5672,219,219.0
s10880,1381,715,137,137.0
s39260,1382,8922,443,443.0
s13945,1383,3946,331,331.0
s51065,1384,9696,162,162.0
s50394,1385,7656,332,332.0
s68166,1386,2752,443,443.0
s33189,1387,5336,485,485.0
s57323,1388,1520,320,320.0
s54222,1389,4422,379,379.0
s62725,1390,1927,489,489.0
s25793,1391,5075,57,57.0
s1226,1392,6522,185,185.0
s12916,1393,8360,498,498.0
s37246,1394,4146,449,449.0
s54233,1395,8854,142,142.0
s61689,1396,7201,337,337.0
s49523,1397,1749,273,273.0
s59366,1398,588,376,376.0
s43275,1399,6959,247,247.0
s65667,1400,6831,136,136.0
s67958,1401,5699,364,364.0
s10957,1402,8516,165,165.0
s55451,1403,9433,133,133.0
s51674,1404,5395,310,310.0
s45868,1405,2161,382,382.0
s1414,1406,4391,499,499.0
s66976,1407,1938,180,180.0
s48396,1408,8843,172,172.0
s8863,1409,1197,78,78.0
s48784,1410,3845,96,96.0
s4201,1411,2872,439,439.0
s1695,1412,9720,395,395.0
s62586,1413,5912,463,463.0
s39035,1414,4065,96,96.0
s39498,1415,4242,340,340.0
s57347,1416,6583,192,192.0
s68668,1417,6134,210,210.0
s4318,1418,3819,350,350.0
s26267,1419,8171,494,494.0
s11754,1420,3667,336,336.0
s54614,1421,5213,244,244.0
s12869,1422,273,236,236.0
s8831,1423,9574,292,292.0
s1435,1424,1188,249,249.0
s53407,1425,8014,224,224.0
s25796,1426,3757,442,442.0
s35900,1427,4505,374,374.0
s33813,1428,8029,201,201.0
s34671,1429,8130,420,420.0
s19399,1430,9936,200,200.0
s59644,1431,5398,352,352.0
s32914,1432,9843,162,162.0
s45400,1433,5153,443,443.0
s56585,1434,3048,172,172.0
s68155,1435,4726,411,411.0
s50363,1436,5686,345,345.0
s59739,1437,4159,103,103.0
s1115,1438,4558,483,483.0
s5298,1439,1405,434,434.0
s8509,1440,3686,379,379.0
s57998,1441,9796,481,481.0
s55888,1442,6998,121,121.0
s42848,1443,9484,112,112.0
s794,1444,6330,464,464.0
s29502,1445,6970,89,89.0
s44323,1446,9313,87,87.0
s47767,1447,3556,325,325.0
s69349,1448,9926,302,302.0
s51464,1449,2290,154,154.0
s20363,1450,2124,338,338.0
s43903,1451,6543,420,420.0
s23466,1452,353,85,85.0
s53982,1453,8903,311,311.0
s31716,1454,1621,365,365.0
s23955,1455,3555,498,498.0
s44768,1456,7360,208,208.0
s16463,1457,818,111,111.0
s23035,1458,1137,183,183.0
s42431,1459,331,368,368.0
s66374,1460,3418,70,70.0
s46078,1461,3653,80,80.0
s37496,1462,6390,51,51.0
s35541,1463,6687,461,461.0
s1380,1464,6567,461,461.0
s55784,1465,551,170,170.0
s4616,1466,2693,373,373.0
s370,1467,8030,299,299.0
s55786,1468,9877,56,56.0
s11926,1469,5212,328,328.0
s63848,1470,8860,361,361.0
s57243,1471,5248,107,107.0
s16914,1472,3512,59,59.0
s56527,1473,3914,297,297.0
s53115,1474,7242,296,296.0
s67435,1475,7924,276,276.0
s5468,1476,2695,53,53.0
s7144,1477,1827,276,276.0
s33571,1478,5669,52,52.0
s23592,1479,3508,331,331.0
s39604,1480,5856,142,142.0
s34662,1481,9164,500,500.0
s20438,1482,9755,174,174.0
s19868,1483,1686,416,416.0
s42586,1484,6670,235,235.0
s61750,1485,315,272,272.0
s63837,1486,5833,161,161.0
s17960,1487,7272,233,233.0
s49453,1488,9284,286,286.0
s36724,1489,644,426,426.0
s38621,1490,8617,185,185.0
s5427,1491,5288,110,110.0
s7141,1492,7253,95,95.0
s18474,1493,3805,87,87.0
s47417,1494,3185,484,484.0
s38456,1495,7615,143,143.0
s20155,1496,5756,358,358.0
s58500,1497,808,138,138.0
s25969,1498,6267,220,220.0
s31595,1499,3303,228,228.0
s15748,1500,9021,432,432.0
s52173,1501,9310,84,84.0
s32741,1502,9136,231,231.0
s23887,1503,6263,90,90.0
s3682,1504,708,274,274.0
s44379,1505,8684,353,353.0
s36111,1506,5596,450,450.0
s13286,1507,3705,82,82.0
s30243,1508,9220,234,234.0
s11121,1509,6189,497,497.0
s3485,1510,8306,400,400.0
s39476,1511,4690,307,307.0
s15407,1512,2437,362,362.0
s67927,1513,4776,266,266.0
s34468,1514,3224,283,283.0
s37947,1515,5980,495,495.0
s9545,1516,4422,375,375.0
s40466,1517,5234,237,237.0
s23660,1518,7864,216,216.0
s20129,1519,1247,430,430.0
s11096,1520,7728,221,221.0
s49145,1521,7657,181,181.0
s67702,1522,1393,226,226.0
s50539,1523,9618,442,442.0
s36180,1524,1054,422,422.0
s40555,1525,1175,87,87.0
s11175,1526,9743,365,365.0
s10545,1527,2402,492,492.0
s1217,1528,1341,253,253.0
s59917,1529,2994,344,344.0
s29328,1530,9176,55,55.0
s23161,1531,6955,108,108.0
s49862,1532,4673,468,468.0
s5631,1533,9214,360,360.0
s60095,1534,8576,399,399.0
s616,1535,158,422,422.0
s66762,1536,1491,144,144.0
s34376,1537,8642,388,388.0
s36686,1538,5352,151,151.0
s23817,1539,269,155,155.0
s40825,1540,4943,377,377.0
s43359,1541,2056,279,279.0
s59299,1542,3691,284,284.0
s6216,1543,467,351,351.0
s32670,1544,2067,135,135.0
s64058,1545,3984,461,461.0
s53818,1546,6562,374,374.0
s40624,1547,3631,235,235.0
s28591,1548,8513,176,176.0
s50740,1549,7443,374,374.0
s62517,1550,3450,208,208.0
s54888,1551,5875,370,370.0
s9490,1552,5954,248,248.0
s51636,1553,5190,249,249.0
s2826,1554,7848,476,476.0
s31520,1555,8279,384,384.0
s7567,1556,4950,359,359.0
s65747,1557,2719,140,140.0
s18793,1558,3383,102,102.0
s66262,1559,3753,365,365.0
s4622,1560,1190,417,417.0
s22264,1561,5982,109,109.0
s27150,1562,480,157,157.0
s25181,1563,7832,383,383.0
s57409,1564,9324,157,157.0
s58201,1565,8831,376,376.0
s49953,1566,4234,352,352.0
s32528,1567,2397,113,113.0
s33161,1568,3375,288,288.0
s26942,1569,4027,419,419.0
s25019,1570,4162,130,130.0
s48607,1571,8910,477,477.0
s3627,1572,3197,90,90.0
s42106,1573,8286,321,321.0
s60078,1574,6081,459,459.0
s36132,1575,7082,363,363.0
s57720,1576,9895,316,316.0
s50569,1577,9678,124,124.0
s22091,1578,6103,322,322.0
s67223,1579,7917,79,79.0
s55018,1580,2089,233,233.0
s41664,1581,5159,239,239.0
s41424,1582,8420,193,193.0
s52598,1583,1414,120,120.0
s29518,1584,7712,176,176.0
s31031,1585,7257,417,417.0
s48309,1586,5688,200,200.0
s68973,1587,7757,194,194.0
s43430,1588,9360,390,390.0
s26162,1589,6576,225,225.0
s52424,1590,7892,332,332.0
s66470,1591,2003,249,249.0
s15215,1592,8993,457,457.0
s28677,1593,2727,78,78.0
s44521,1594,5582,439,439.0
s38258,1595,4588,159,159.0
s2836,1596,7058,128,128.0
s23198,1597,278,237,237.0
s34005,1598,8718,330,330.0
s40931,1599,642,103,103.0
s58700,1600,138,392,392.0
s40969,1601,1997,384,384.0
s48864,1602,3181,320,320.0
s26204,1603,6872,165,165.0
s6635,1604,335,56,56.0
s34355,1605,6773,210,210.0
s31507,1606,1314,428,428.0
s17602,1607,2901,197,197.0
s13921,1608,8173,370,370.0
s16199,1609,9150,434,434.0
s41312,1610,5805,174,174.0
s22117,1611,8036,461,461.0
s9096,1612,2824,461,461.0
s20973,1613,4567,347,347.0
s5354,1614,2316,321,321.0
s16745,1615,5825,82,82.0
s54600,1616,2087,102,102.0
s67098,1617,8165,433,433.0
s69047,1618,1301,66,66.0
s14153,1619,9553,105,105.0
s30047,1620,3058,167,167.0
s23178,1621,6534,374,374.0
s65387,1622,2138,260,260.0
s35954,1623,3702,188,188.0
s9525,1624,180,273,273.0
s60961,1625,6534,435,435.0
s3087,1626,1745,278,278.0
s47273,1627,7022,456,456.0
s64369,1628,1983,448,448.0
s12316,1629,9232,138,138.0
s52526,1630,1993,280,280.5
s12986,1631,5723,388,388.0
s50484,1632,9870,76,76.0
s9108,1633,4485,367,367.0
s53305,1634,8393,161,161.0
s17117,1635,6108,191,191.0
s35670,1636,6168,194,194.0
s64871,1637,1506,251,251.0
s18889,1638,4049,471,471.0
s13874,1639,2255,161,161.0
s36992,1640,3123,182,182.0
s50061,1641,8058,452,452.0
s45434,1642,6268,195,195.0
s9468,1643,8982,379,379.0
s61922,1644,4428,220,220.0
s46955,1645,5578,313,313.0
s145,1646,1604,283,283.0
s57178,1647,9095,360,360.0
s56888,1648,7121,485,485.0
s46073,1649,3434,364,364.0
s3388,1650,8279,247,247.0
s46520,1651,4000,126,126.0
s20662,1652,8685,463,463.0
s15280,1653,7447,227,227.0
s20393,1654,2327,160,160.0
s29341,1655,9165,466,466.0
s51746,1656,607,89,89.0
s30830,1657,7086,221,221.0
s68306,1658,7009,411,411.0
s23698,1659,1738,494,494.0
s41372,1660,1161,231,231.0
s804,1661,6173,274,274.0
s24172,1662,448,115,115.0
s40211,1663,1199,197,197.0
s51322,1664,1389,256,256.0
s1114,1665,6722,115,115.0
s10884,1666,5832,401,401.0
s1757,1667,9305,223,223.0
s51689,1668,3618,359,359.0
s67194,1669,8975,413,413.0
s41471,1670,7353,364,364.0
s58242,1671,4782,219,219.0
s2607,1672,6256,320,320.0
s21718,1673,7370,399,399.0
